Закон;Номер жалобы;Ссылка на жалобу;Статус;Решение;Предписание;Орган контроля;Заказчик;Заказчик ссылка;Лицо, подавшее жалобу;Поступление жалобы;Рассмотрение жалобы;Дата обновления;Извещение;Описание закупки;Идентификационный код закупки (ИКЗ);Решение документ
44-ФЗ (94-ФЗ);№ 202100125828003004;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164235;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ ДАГЕСТАН;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ А.В. ВИШНЕВСКОГО""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=800524;ИП Рябцева Е.А.;08.11.2021;15.11.2021 14:30;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0103200008421002715;Поставка медицинского расходного материала;212056204150205720100100020660000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1359822
44-ФЗ (94-ФЗ);№ 202100125828003000;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164228;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ ДАГЕСТАН;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "" УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДА МАХАЧКАЛА """;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2196243;ИП Меньшиков Р.А.;08.11.2021;15.11.2021 15:05;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0303300064721000287;Прокладка водопровода, канализации к воинской части №7629;213054100850405710100100680024221414;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1359743
44-ФЗ (94-ФЗ);№ 202100125828002999;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164227;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ ДАГЕСТАН;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЛАКСКИЙ РАЙОН""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=849480;ООО «СТИГМАТРАНС»;08.11.2021;15.11.2021 16:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0303300076021000004;Ремонт подъезда к с. Ницовкра от автомобильной дороги Гуниб-Кумух, км 0 - км 5;213052000382605200100100100014211244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358721
44-ФЗ (94-ФЗ);№ 2021001А9274001982;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164316;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ КРЫМ И ГОРОДУ СЕВАСТОПОЛЮ;ДЕПАРТАМЕНТ УПРАВЛЕНИЯ ДЕЛАМИ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА СЕВАСТОПОЛЯ;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2149138;Петин Дмитрий Михайлович;09.11.2021;15.11.2021 12:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0174500001121004131;на выполнение работ по праздничному оформлению к Новому году внутригородского муниципального образования города Севастополя Балаклавский муниципальный округ;213920250181792020100100150014321244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358530
44-ФЗ (94-ФЗ);№ 202100135205001000;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164304;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=774783;"ООО ""КВАЗАР""";08.11.2021;12.11.2021 09:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0329200062221006241;Поставка медицинского изделия – система рентгеновской компьютерной томографии всего тела, ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия;212344801278034480100102510012660244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358589
44-ФЗ (94-ФЗ);№ 202100132489011126;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164294;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ ОНКОЛОГИЧЕСКАЯ БОЛЬНИЦА № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=616617;ООО «Артконцепт21»;09.11.2021;15.11.2021 10:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0373200051821000650;Электронный запрос котировок на поставку масок анестезиологических (01043/3) для нужд ГБУЗ «ГКОБ № 1 ДЗМ»;212770100819177010100107350010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358595
44-ФЗ (94-ФЗ);№ 202100170549001777;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164291;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН БУЗДЯКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=687877;"ООО ""ТАНДЕМ""";08.11.2021;12.11.2021 14:30;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0301300124421000034;Дезинфицирующие средства;212021600141602160100102000012020244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1357666
44-ФЗ (94-ФЗ);№ 202100170549001776;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164287;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА МЕЛЕУЗОВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=614647;ООО Контракт;08.11.2021;12.11.2021 12:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0101300040621000155;Содержание автомобильных дорог общего пользования местного значения в муниципальном районе Мелеузовский район Республики Башкортостан;213026301123502630100101770014211244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358393
44-ФЗ (94-ФЗ);№ 202100149788001414;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164283;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО АСТРАХАНСКОЙ ОБЛАСТИ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АСТРАХАНСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ ИНФЕКЦИОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМ.А.М. НИЧОГИ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=701068;индивидуальный  предприниматель Илясов  В.С.;09.11.2021;15.11.2021 00:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0325200004321000218;Поставка дезинфицирующих средств;212301501203630150100101680012020244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1357623
44-ФЗ (94-ФЗ);№ 202100100161005542;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2163946;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО МОСКОВСКОЙ ОБЛАСТИ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ЦЕНТР ОХРАНЫ МАТЕРИНСТВА И ДЕТСТВА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=683502;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИМЕР-РУС""";09.11.2021;16.11.2021 14:30;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0348300352121000152;Оказание услуг по комплексному обслуживанию зданий, помещений и территории ГБУЗ МО «МОЦОМД»;213502716869850270100101700018110000;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1359731
44-ФЗ (94-ФЗ);№ 202100169183000504;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164268;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО КУРГАНСКОЙ ОБЛАСТИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ТРАВМАТОЛОГИИ И ОРТОПЕДИИ ИМЕНИ АКАДЕМИКА Г.А. ИЛИЗАРОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=612637;"ООО ""СтройМост""";10.11.2021;16.11.2021 15:30;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0343100000721000500;Поставка расходных материалов для стерилизации № 5;211450102221045010100100251053250244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1360538
44-ФЗ (94-ФЗ);№ 202100112704001916;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164265;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО НОВОСИБИРСКОЙ ОБЛАСТИ;ДЕПАРТАМЕНТ ТРАНСПОРТА И ДОРОЖНО-БЛАГОУСТРОИТЕЛЬНОГО КОМПЛЕКСА МЭРИИ ГОРОДА НОВОСИБИРСКА;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=638762;ООО «НТЦ ДОРТЕХ»;08.11.2021;15.11.2021 14:45;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0151300030521000065;Выполнение работ по инструментальной диагностике автомобильных дорог г. Новосибирска;213540634607054060100100520017120244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1357593
44-ФЗ (94-ФЗ);№ 202100132489011114;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164249;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=634855;ИП Кораблёв М.Г.;09.11.2021;15.11.2021 11:15;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0373200017321000632;Поставка уборочного оборудования приспособленного к использованию в зимний период;212773390219377330100100380010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358191
44-ФЗ (94-ФЗ);№ 202100132489011113;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164251;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=634855;ИП Кораблёв М.Г.;09.11.2021;15.11.2021 11:15;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0373200017321000633;Поставка уборочного оборудования, приспособленного к использованию в зимний период;212773390424077330100100570010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358207
44-ФЗ (94-ФЗ);№ 202100132489011112;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164253;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=634855;ИП Кораблёв М.Г.;09.11.2021;15.11.2021 11:15;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0373200017321000634;Поставка уборочного оборудования приспособленного к использованию в зимний период;212773389942377330100100760010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358217
44-ФЗ (94-ФЗ);№ 202100114406000695;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164248;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ КОМИ;"УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОГО ОКРУГА ""УСИНСК""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=693924;Меньшиков Роман Анатольевич;09.11.2021;16.11.2021 10:30;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0307300041521000232;"Выполнение работ по благоустройству общественной территории 
памятник «Комару» в городе Усинск, Республики Коми";213110602511011060100100340013320244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358565
44-ФЗ (94-ФЗ);№ 202100141091000418;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164247;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО РЕСПУБЛИКЕ КАРЕЛИЯ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАРЕЛИЯ ""ГОРОДСКАЯ ДЕТСКАЯ ПОЛИКЛИНИКА № 1""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=820266;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОХИТ""";08.11.2021;12.11.2021 11:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0306200018721000069;Поставка реагентов для качественного выявления антигенов Helicobacter pylori в кале (экспресс-анализ);212100128996510010100100860012120244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358671
44-ФЗ (94-ФЗ);№ 202100149788001410;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164240;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО АСТРАХАНСКОЙ ОБЛАСТИ;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""РАБОЧИЙ ПОСЕЛОК КРАСНЫЕ БАРРИКАДЫ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=786813;ООО «Контракт»;08.11.2021;12.11.2021 14:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0325300012221000001;"Реконструкция здания дома культуры, расположенного на территории МО ""Рабочий поселок Красные Баррикады"" по ул. Мира, 2. Выполнение работ по ремонту кровли здания.";213300400256530250100100030014391414;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1357512
44-ФЗ (94-ФЗ);№ 202100132489011108;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164205;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОБЪЕДИНЕННАЯ ДИРЕКЦИЯ ПО РЕАЛИЗАЦИИ ФЕДЕРАЛЬНЫХ ИНВЕСТИЦИОННЫХ ПРОГРАММ""  МИНИСТЕРСТВА СТРОИТЕЛЬСТВА И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=723718;"ООО ""Монолит""";09.11.2021;15.11.2021 10:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0373100024321000043;Проведение текущего ремонта в здании Минстроя России;211773612114177220100101700024339244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1356209
44-ФЗ (94-ФЗ);№ 202100132489011107;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164192;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 15 ИМЕНИ О.М. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=771874;ИП Петухов О.Н.;08.11.2021;12.11.2021 11:30;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0373200024421000968;Электронный аукцион на поставку расходных материалов для оперблока для нужд ГБУЗ «ГКБ № 15 ДЗМ»;212772000185077200100110740010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1357867
44-ФЗ (94-ФЗ);№ 202100142543001514;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164168;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО ПРИМОРСКОМУ КРАЮ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДАЛЬНЕВОСТОЧНЫЙ ОКРУЖНОЙ МЕДИЦИНСКИЙ ЦЕНТР ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=792745;ООО «Стройтраст»;09.11.2021;15.11.2021 10:15;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0320100030121000220;Выполнение работ по капитальному ремонту объектов капитального строительства;211253900811625390100100270084339243;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1357304
44-ФЗ (94-ФЗ);№ 202100142543001513;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164167;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО ПРИМОРСКОМУ КРАЮ;УПРАВЛЕНИЕ ДОРОГ И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ ГОРОДА ВЛАДИВОСТОКА;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=680893;Приморский филиал ПАО «Ростелеком»;08.11.2021;12.11.2021 10:45;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0120300018921000152;Выполнение работ по содержанию дорожной инфраструктуры на территории Владивостокского городского округа (разработка проектов организации дорожного движения);213253812893225360100101810017112244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358109
44-ФЗ (94-ФЗ);№ 202100127671001127;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164164;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО АЛТАЙСКОМУ КРАЮ;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК АЛТАЙСКОГО КРАЯ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2061272;"ООО ""Нутритек Кострома""";08.11.2021;12.11.2021 07:00;10.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0817200000321013354;Поставка молочной смеси;212222100785822210100100400011086244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1357385
44-ФЗ (94-ФЗ);№ 202100132489011099;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164116;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО Г. МОСКВЕ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №40 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658741;ИП Пачев М.В.;08.11.2021;12.11.2021 10:45;09.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0373200087821001499;"Электронный аукцион на поставку расходного материала ""Стент для коронарных артерий, выделяющий лекарственное средство "" для нужд ГБУЗ «ГКБ № 40 ДЗМ»";212771609955477160100116730010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1357891
44-ФЗ (94-ФЗ);№ 202100114959011114;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164086;Рассмотрена;Признана обоснованной;Предписание выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО САНКТ-ПЕТЕРБУРГУ;АДМИНИСТРАЦИЯ КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=632048;ИП Сорокин Д.П.;08.11.2021;12.11.2021 11:40;09.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0172200005521000291;Поставка  светозащитных конструкций , мебели для пищеблока и тележек.;212780702643378070100100210010000244;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1364552
44-ФЗ (94-ФЗ);№ 202100187298007754;https://zakupki.gov.ru/epz/complaint/card/complaint-information.html?id=2164092;Рассмотрена;Признана обоснованной;Предписание не выдано;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ АНТИМОНОПОЛЬНОЙ СЛУЖБЫ ПО МОСКОВСКОЙ ОБЛАСТИ;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ МОСКОВСКОЙ ОБЛАСТИ;https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2026809;ООО «Атланты»;08.11.2021;12.11.2021 10:45;09.11.2021;https://zakupki.gov.ru/epz/order/notice/view/common-info.html?regNumber=0148200005421000774;Поставка офисной мебели для оснащения административного здания по адресу: Российская Федерация, Московская область, городской округ Красногорск, город Красногорск, бульвар Строителей, дом 7;212502408055850240100103840010000000;https://zakupki.gov.ru/controls/documentIcrDownload?documentId=1358874
